5.2620000000000005,4.2718,2.0,0.0,0.0,1.0,0.0,25.0,2.0,0.0,0.0,0.0,3.3169999999999997,0.863,10.026,0.0,1.23,1.2690000000000001,0.0,0.0,1.0,1.042,0.0,0.0,0.0,0.0,2.175,0.172,0.0,0.0,1.435,0.0,0.0,0.0,0.0,3.997,4.9719999999999995,0.0,8.663,0.0,5.0,1
5.188,2.6152,3.0,0.0,2.0,1.0,2.0,45.0,0.0,2.0,2.0,-1.2329999999999999,3.998,1.274,10.841,6.0,1.082,1.1159999999999999,0.0,0.0,0.0,1.287,3.0,0.0,0.0,0.0,2.497,0.0,0.0,23.37,2.276,0.0,0.0,3.0,0.0,4.257,3.123,1.0,9.436,0.0,3.0,1
5.715,2.0229,0.0,0.0,4.0,1.0,7.0,43.3,0.0,2.0,6.0,-0.299,4.337,0.971,11.472000000000001,9.0,0.991,1.122,0.0,0.0,0.0,1.275,5.0,0.0,0.0,0.0,2.617,0.0,0.0,13.095999999999998,2.313,1.0,3.0,6.0,0.0,3.97,2.099,3.0,9.415,1.0,0.0,1
3.6180000000000003,2.1906,0.0,0.0,0.0,0.0,0.0,29.4,2.0,0.0,0.0,0.0,2.333,1.5219999999999998,7.853,0.0,0.9590000000000001,1.147,0.0,0.0,0.0,1.178,0.0,0.0,0.0,0.0,1.732,0.294,0.0,0.0,2.094,0.0,0.0,0.0,0.0,2.7939999999999996,1.7,0.0,6.332999999999999,0.0,0.0,0
3.7319999999999998,2.3391,0.0,0.0,0.0,0.0,0.0,30.0,2.0,0.0,0.0,0.0,2.511,1.585,8.16,0.0,0.9590000000000001,1.145,0.0,0.0,0.0,1.196,0.0,0.0,0.0,0.0,1.8019999999999998,-0.18100000000000002,0.0,0.0,2.488,0.0,0.0,0.0,0.0,2.846,1.6669999999999998,0.0,6.557,0.0,0.0,0
5.053999999999999,2.3939,2.0,1.0,8.0,0.0,6.0,42.9,0.0,2.0,16.0,0.0,4.393,1.709,10.966,4.0,1.032,1.128,0.0,1.0,0.0,1.2890000000000001,2.0,0.0,1.0,0.0,2.374,0.0,0.0,21.618000000000002,5.285,0.0,6.0,14.0,0.0,4.09,2.758,6.0,9.674,0.0,2.0,1
5.003,2.6389,1.0,1.0,12.0,0.0,6.0,37.1,3.0,7.0,15.0,-1.11,4.5489999999999995,1.969,11.22,8.0,1.03,1.137,0.0,1.0,0.0,1.218,2.0,0.0,1.0,0.0,2.38,0.0,0.0,56.27,4.828,0.0,6.0,15.0,1.0,3.992,2.753,5.0,9.692,0.0,1.0,1
5.421,1.9985,1.0,0.0,4.0,0.0,9.0,52.6,0.0,4.0,3.0,-0.848,4.52,0.638,11.207,15.0,1.025,1.097,0.0,0.0,0.0,1.305,7.0,1.0,0.0,0.0,2.5580000000000003,0.0,1.0,25.590999999999998,3.1260000000000003,0.0,5.0,2.0,3.0,6.879,2.5610000000000004,1.0,11.671,0.0,1.0,1
4.5169999999999995,2.7655,0.0,0.0,1.0,0.0,1.0,40.0,1.0,0.0,2.0,0.0,3.073,1.409,9.391,0.0,0.976,1.129,0.0,0.0,0.0,1.264,1.0,0.0,0.0,0.0,2.149,-0.024,0.0,0.0,2.036,0.0,1.0,3.0,1.0,3.562,1.963,1.0,7.899,0.0,0.0,1
5.018,2.6755,0.0,0.0,0.0,0.0,4.0,50.0,0.0,4.0,0.0,-1.992,3.7460000000000004,1.125,10.568,8.0,1.035,1.104,0.0,0.0,0.0,1.254,3.0,0.0,0.0,0.0,2.396,0.0,0.0,21.451,2.158,0.0,0.0,0.0,2.0,3.9189999999999996,3.0,0.0,8.915,0.0,0.0,1
4.802,2.6956,1.0,0.0,2.0,0.0,2.0,43.8,0.0,0.0,4.0,0.682,3.385,0.664,10.012,0.0,1.003,1.109,0.0,0.0,0.0,1.351,3.0,0.0,0.0,0.0,2.364,-0.006999999999999999,0.0,0.0,1.146,0.0,2.0,4.0,2.0,3.945,2.167,2.0,8.71,0.0,0.0,1
3.4139999999999997,2.6294,0.0,0.0,0.0,0.0,0.0,37.5,1.0,1.0,0.0,0.0,2.333,1.0,7.4079999999999995,1.0,1.012,1.13,0.0,0.0,0.0,1.215,0.0,0.0,0.0,0.0,1.618,-0.66,0.0,0.0,1.7069999999999999,0.0,0.0,0.0,1.0,3.188,3.5,0.0,7.035,0.0,0.0,0
5.0,3.1241,0.0,0.0,0.0,1.0,0.0,25.0,3.0,0.0,0.0,0.0,2.388,0.722,9.657,0.0,0.97,1.161,0.0,0.0,0.0,1.176,0.0,0.0,0.0,0.0,2.0,0.325,0.0,0.0,0.8,0.0,0.0,3.0,2.0,3.2239999999999998,2.25,1.0,7.03,0.0,0.0,1
4.2139999999999995,4.0251,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,3.0,-0.19699999999999998,2.752,1.459,8.755,0.0,1.041,1.199,0.0,0.0,0.0,1.171,0.0,0.0,0.0,0.0,1.902,-0.27699999999999997,0.0,0.0,2.052,0.0,0.0,0.0,4.0,3.4960000000000004,3.528,4.0,7.752999999999999,0.0,0.0,1
5.016,2.2586,0.0,0.0,0.0,0.0,0.0,37.5,1.0,3.0,0.0,-0.589,3.389,0.799,10.366,8.0,1.012,1.13,0.0,0.0,0.0,1.195,3.0,0.0,0.0,0.0,2.441,-0.002,0.0,22.204,1.197,3.0,0.0,0.0,0.0,3.6860000000000004,2.611,0.0,8.289,0.0,0.0,1
4.2139999999999995,3.3376,0.0,0.0,0.0,0.0,0.0,33.3,0.0,2.0,1.0,-1.072,2.7739999999999996,1.459,8.755,2.0,1.071,1.148,0.0,0.0,0.0,1.187,0.0,0.0,0.0,0.0,1.902,-0.27699999999999997,0.0,9.377,2.052,0.0,0.0,1.0,1.0,3.423,4.111000000000001,1.0,7.746,0.0,0.0,0
4.543,2.7023,0.0,0.0,0.0,0.0,1.0,42.9,1.0,2.0,0.0,-0.242,3.3089999999999997,1.705,9.722000000000001,3.0,1.003,1.119,0.0,0.0,0.0,1.2409999999999999,1.0,0.0,0.0,0.0,2.166,-0.008,0.0,10.395,2.905,0.0,0.0,0.0,0.0,3.573,2.485,0.0,8.245,0.0,0.0,0
4.303,3.5568,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,2.7739999999999996,0.862,9.067,0.0,1.041,1.199,0.0,0.0,0.0,1.194,1.0,0.0,0.0,1.0,2.115,0.15,0.0,0.0,0.956,0.0,0.0,2.0,3.0,3.662,2.694,4.0,7.859,0.0,0.0,1
5.047,2.7377,0.0,0.0,0.0,0.0,3.0,50.0,0.0,5.0,0.0,-2.685,3.634,1.06,10.530999999999999,12.0,1.078,1.104,0.0,0.0,0.0,1.2109999999999999,3.0,0.0,0.0,0.0,2.454,-0.001,0.0,32.533,1.75,0.0,0.0,0.0,1.0,3.906,3.321,0.0,8.796,2.0,0.0,0
5.013,1.8267,2.0,1.0,16.0,0.0,7.0,42.4,2.0,5.0,14.0,-1.123,4.692,1.541,11.370999999999999,5.0,1.0190000000000001,1.121,0.0,0.0,0.0,1.2770000000000001,5.0,0.0,1.0,0.0,2.415,0.0,0.0,35.613,4.374,0.0,4.0,13.0,1.0,4.303999999999999,2.444,5.0,9.956,0.0,1.0,1
4.947,4.3619,2.0,0.0,0.0,0.0,0.0,28.6,0.0,4.0,0.0,-2.4090000000000003,4.298,1.371,9.956,4.0,1.101,1.126,0.0,0.0,0.0,1.246,0.0,1.0,0.0,0.0,2.214,-0.027999999999999997,0.0,20.21,2.2319999999999998,0.0,0.0,0.0,2.0,6.9110000000000005,3.75,0.0,12.27,0.0,2.0,1
